issn_l_prefixed,issn_l,title,issns,publisher,subject,subject_top_three,subjects_all,subscribed,is_society_journal,usage,subscription_cost,ill_cost,cpu,cpu_rank,cost,instant_usage_percent,free_instant_usage_percent,subscription_minus_ill_cost,use_oa_percent,use_backfile_percent,use_subscription_percent,use_ill_percent,use_other_delayed_percent,perpetual_access_years_text,baseline_access_text,bronze_oa_embargo_months,downloads,citations,authorships,cpu_fuzzed,subscription_cost_fuzzed,subscription_minus_ill_cost_fuzzed,usage_fuzzed,downloads_fuzzed,citations_fuzzed,authorships_fuzzed
issn:0926-860X,0926-860X,Applied Catalysis A General,"['0926-860X', '1873-3875']",Elsevier BV,Chemistry,"Biology,Chemistry,Organic chemistry","[[""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C192562407"",""Materials science""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C41008148"",""Computer science""]]",False,False,1009,16086.6,178.1836,65.830421,286.0,178.1836,76.0397,76,15908,18,58,0,1,23,2016-2025,,,875,13.4,0.0,high,high,high,medium,high,medium,low
issn:0378-1119,0378-1119,Gene,"['0378-1119', '1879-0038']",Elsevier BV,Biology,"Biology,Chemistry,Genetics","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C71924100"",""Medicine""], [""C121332964"",""Physics""]]",False,False,716,14889.8,138.7586,68.432519,287.0,138.7586,69.8943,70,14751,13,57,0,2,29,2016-2025,,,542,13.4,0.4,high,high,high,medium,medium,medium,medium
issn:0022-0248,0022-0248,Journal of crystal growth,"['0022-0248', '1873-5002']",,Chemistry,"Chemistry,Materials science,Physics","[[""C185592680"",""Chemistry""], [""C192562407"",""Materials science""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C127313418"",""Geology""], [""C86803240"",""Biology""], [""C41008148"",""Computer science""], [""C33923547"",""Mathematics""]]",False,False,648,10379.2,107.6825,69.104241,288.0,107.6825,77.0684,77,10272,18,59,0,1,22,2016-2025,,,552,9.6,0.0,high,high,high,medium,medium,medium,low
issn:0960-894X,0960-894X,Bioorganic & medicinal chemistry letters,"['0960-894X', '1464-3405']",,Chemistry,"Biochemistry,Biology,Chemistry","[[""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C71924100"",""Medicine""], [""C121332964"",""Physics""]]",False,False,564,10221.6,117.9426,69.46515,289.0,117.9426,74.2181,74,10104,17,57,0,1,24,2016-2025,,,538,2.6,0.0,high,high,high,low,medium,low,low
issn:0049-089X,0049-089X,Social Science Research,"['0049-089X', '1096-0317']",Elsevier BV,Psychology,"Economics,Psychology,Sociology","[[""C15744967"",""Psychology""], [""C144024400"",""Sociology""], [""C162324750"",""Economics""], [""C17744445"",""Political science""], [""C33923547"",""Mathematics""], [""C71924100"",""Medicine""], [""C41008148"",""Computer science""], [""C86803240"",""Biology""], [""C138885662"",""Philosophy""], [""C205649164"",""Geography""], [""C95457728"",""History""], [""C121332964"",""Physics""], [""C127313418"",""Geology""], [""C144133560"",""Business""]]",False,False,179,1831.8,19.8936,70.574417,290.0,19.8936,85.6738,86,1812,53,32,0,1,14,2016-2025,,,163,1.6,0.0,high,low,low,low,low,low,low
issn:0141-3910,0141-3910,Polymer Degradation and Stability,"['0141-3910', '1873-2321']",Elsevier BV,Materials science,"Chemistry,Materials science,Organic chemistry","[[""C192562407"",""Materials science""], [""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C86803240"",""Biology""], [""C41008148"",""Computer science""], [""C205649164"",""Geography""]]",False,False,565,10027.2,94.7536,71.500265,291.0,94.7536,75.4164,75,9932,19,56,0,1,23,2016-2025,,,453,9.2,0.2,high,high,high,low,low,medium,medium
issn:0257-8972,0257-8972,Surface & coatings technology/Surface and coatings technology,"['0257-8972', '1879-3347']",Elsevier BV,Materials science,"Chemistry,Materials science,Organic chemistry","[[""C86803240"",""Biology""], [""C127313418"",""Geology""], [""C41008148"",""Computer science""], [""C192562407"",""Materials science""], [""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""]]",False,False,740,19266.4,201.7353,72.739549,292.0,201.7353,64.6012,65,19065,18,47,0,2,34,2016-2025,,,670,5.0,0.2,high,high,high,medium,medium,low,medium
issn:0005-1098,0005-1098,Automatica,"['0005-1098', '1873-2836']",Elsevier BV,Computer science,"Artificial intelligence,Computer science,Mathematics","[[""C41008148"",""Computer science""], [""C33923547"",""Mathematics""], [""C162324750"",""Economics""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C86803240"",""Biology""], [""C138885662"",""Philosophy""], [""C185592680"",""Chemistry""]]",False,True,336,8106.0,65.3549,77.268203,293.0,65.3549,69.0655,69,8041,19,50,0,2,29,2016-2025,,,249,2.8,0.6,high,high,high,low,low,low,high
issn:0378-1127,0378-1127,Forest Ecology and Management,"['0378-1127', '1872-7042']",Elsevier BV,Biology,"Biology,Ecology,Geography","[[""C86803240"",""Biology""], [""C205649164"",""Geography""], [""C39432304"",""Environmental science""], [""C127313418"",""Geology""], [""C95457728"",""History""], [""C71924100"",""Medicine""], [""C121332964"",""Physics""], [""C185592680"",""Chemistry""], [""C127413603"",""Engineering""]]",False,False,828,12278.0,105.2417,78.628289,294.0,105.2417,81.3065,81,12173,44,38,0,1,18,2016-2025,,,662,12.6,0.4,high,high,high,medium,medium,medium,medium
issn:0048-7333,0048-7333,Research Policy,"['0048-7333', '1873-7625']",Elsevier BV,Economics,"Business,Computer science,Economics","[[""C162324750"",""Economics""], [""C144133560"",""Business""], [""C41008148"",""Computer science""], [""C17744445"",""Political science""], [""C33923547"",""Mathematics""], [""C138885662"",""Philosophy""], [""C205649164"",""Geography""], [""C86803240"",""Biology""], [""C144024400"",""Sociology""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C95457728"",""History""], [""C15744967"",""Psychology""]]",False,False,494,5149.4,44.8677,79.969787,295.0,44.8677,87.0858,87,5105,55,32,0,1,12,2016-2025,,,409,6.6,0.2,high,medium,medium,low,low,low,medium
issn:0266-3538,0266-3538,Composites Science and Technology,"['0266-3538', '1879-1050']",Elsevier BV,Materials science,"Composite material,Materials science,Physics","[[""C192562407"",""Materials science""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C185592680"",""Chemistry""], [""C41008148"",""Computer science""], [""C33923547"",""Mathematics""], [""C86803240"",""Biology""], [""C127313418"",""Geology""]]",False,False,448,12591.6,101.0751,80.242282,296.0,101.0751,65.2658,65,12491,15,50,0,2,33,2016-2025,,,342,8.6,0.2,high,high,high,low,low,medium,medium
issn:0003-2697,0003-2697,Analytical biochemistry,"['0003-2697', '1096-0309']",Elsevier BV,Chemistry,"Biochemistry,Biology,Chemistry","[[""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C121332964"",""Physics""], [""C71924100"",""Medicine""], [""C192562407"",""Materials science""], [""C127413603"",""Engineering""]]",False,False,842,9276.8,85.5138,81.629895,297.0,85.5138,86.6281,87,9191,17,69,0,1,13,2016-2025,,,752,9.0,0.0,high,high,high,medium,medium,medium,low
issn:0304-3800,0304-3800,Ecological Modelling,"['0304-3800', '1872-7026']",Elsevier BV,Biology,"Biology,Ecology,Environmental science","[[""C86803240"",""Biology""], [""C39432304"",""Environmental science""], [""C127313418"",""Geology""], [""C41008148"",""Computer science""], [""C121332964"",""Physics""], [""C33923547"",""Mathematics""], [""C205649164"",""Geography""], [""C127413603"",""Engineering""], [""C71924100"",""Medicine""], [""C185592680"",""Chemistry""], [""C162324750"",""Economics""], [""C144024400"",""Sociology""], [""C95457728"",""History""]]",False,True,658,8420.8,69.5611,83.52166,298.0,69.5611,84.8139,85,8351,38,47,0,1,14,2016-2025,,,539,10.0,0.2,high,high,high,medium,medium,medium,medium
issn:1049-9644,1049-9644,Biological Control,"['1049-9644', '1090-2112']",Elsevier BV,Biology,"Biology,Botany,Ecology","[[""C86803240"",""Biology""], [""C127313418"",""Geology""], [""C71924100"",""Medicine""], [""C185592680"",""Chemistry""], [""C144133560"",""Business""]]",False,False,169,2336.6,20.0015,84.549365,299.0,20.0015,83.8277,84,2317,44,39,0,1,15,2016-2025,,,146,2.4,0.0,high,low,low,low,low,low,low
issn:0168-9002,0168-9002,"Nuclear instruments and methods in physics research. Section A, Accelerators, spectrometers, detectors and associated equipment/Nuclear instruments & methods in physics research. Section A, Accelerators, spectrometers, detectors and associated equipment","['0168-9002', '1872-9576']",,Physics,"Engineering,Physics,Quantum mechanics","[[""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C41008148"",""Computer science""], [""C192562407"",""Materials science""], [""C185592680"",""Chemistry""], [""C33923547"",""Mathematics""]]",False,False,467,14221.2,86.1474,86.906076,300.0,86.1474,65.137,65,14135,19,46,0,2,33,2016-2025,,,291,17.6,0.0,high,high,high,low,low,high,low
issn:0031-9422,0031-9422,Phytochemistry,"['0031-9422', '1873-3700']",,Chemistry,"Biology,Botany,Chemistry","[[""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C71924100"",""Medicine""], [""C121332964"",""Physics""]]",False,True,580,11475.6,58.763,90.80034,301.0,58.763,78.3331,78,11417,15,64,0,1,21,2016-2025,,,319,16.2,1.0,high,high,high,low,low,high,high
issn:0016-6480,0016-6480,General and Comparative Endocrinology,"['0016-6480', '1095-6840']",Elsevier BV,Biology,"Biology,Internal medicine,Medicine","[[""C86803240"",""Biology""], [""C71924100"",""Medicine""], [""C185592680"",""Chemistry""], [""C15744967"",""Psychology""], [""C127313418"",""Geology""], [""C121332964"",""Physics""]]",False,False,276,5646.6,34.963,92.100191,302.0,34.963,77.8976,78,5612,24,54,0,1,21,2016-2025,,,186,7.0,0.2,high,medium,medium,low,low,low,medium
issn:1041-6080,1041-6080,Learning and Individual Differences,"['1041-6080', '1873-3425']",Elsevier BV,Psychology,"Developmental psychology,Mathematics,Psychology","[[""C15744967"",""Psychology""], [""C33923547"",""Mathematics""], [""C71924100"",""Medicine""], [""C41008148"",""Computer science""], [""C138885662"",""Philosophy""], [""C86803240"",""Biology""], [""C17744445"",""Political science""], [""C144024400"",""Sociology""], [""C162324750"",""Economics""], [""C121332964"",""Physics""]]",False,False,167,1462.2,12.2093,96.168917,303.0,12.2093,90.9782,91,1450,48,43,0,0,9,2016-2025,,,159,0.8,0.0,high,low,low,low,low,low,low
issn:0018-506X,0018-506X,Hormones and Behavior,"['0018-506X', '1095-6867']",Elsevier BV,Biology,"Biology,Medicine,Psychology","[[""C86803240"",""Biology""], [""C71924100"",""Medicine""], [""C15744967"",""Psychology""], [""C185592680"",""Chemistry""], [""C127313418"",""Geology""]]",False,False,244,3594.0,25.3434,98.282428,304.0,25.3434,85.1297,85,3569,31,54,0,1,14,2016-2025,,,201,4.4,0.0,high,medium,medium,low,low,low,low
issn:0006-3207,0006-3207,Biological Conservation,"['0006-3207', '1873-2917']",Elsevier BV,Biology,"Biology,Ecology,Geography","[[""C86803240"",""Biology""], [""C205649164"",""Geography""], [""C127313418"",""Geology""], [""C71924100"",""Medicine""], [""C39432304"",""Environmental science""], [""C144024400"",""Sociology""], [""C95457728"",""History""], [""C162324750"",""Economics""], [""C41008148"",""Computer science""], [""C127413603"",""Engineering""], [""C121332964"",""Physics""]]",False,True,917,9012.4,62.0258,100.464319,305.0,62.0258,90.2844,90,8950,57,34,0,0,9,2016-2025,,,739,15.8,0.2,high,high,high,medium,medium,high,medium
issn:0022-460X,0022-460X,Journal of sound and vibration,"['0022-460X', '1095-8568']",Elsevier BV,Physics,"Engineering,Physics,Quantum mechanics","[[""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C33923547"",""Mathematics""], [""C41008148"",""Computer science""], [""C192562407"",""Materials science""], [""C86803240"",""Biology""], [""C162324750"",""Economics""]]",False,False,390,15849.6,59.1317,148.032541,306.0,59.1317,72.6752,73,15790,24,48,0,1,26,2016-2025,,,255,9.6,0.4,high,high,high,low,low,medium,medium
